country,group,subgroup,age,score,count,id
Philippines,religion,agnostic,27.0,82.0,2.0,608
Philippines,religion,atheist,25.0,84.0,1.0,608
Philippines,religion,catholic,20.947,62.788999999999994,19.0,608
Philippines,religion,muslim,18.0,77.0,1.0,608
Philippines,religion,other,21.0,102.0,1.0,608
Philippines,religion,other christian,28.333000000000002,33.667,3.0,608
Philippines,religion,protestant,18.0,101.0,1.0,608
Pakistan,religion,muslim,26.031,61.438,32.0,586
Poland,religion,agnostic,24.0,38.5,6.0,616
Poland,religion,atheist,25.158,69.053,19.0,616
Poland,religion,catholic,33.692,51.769,13.0,616
Poland,religion,hindu,25.0,5.0,1.0,616
Poland,religion,jewish,17.0,79.0,1.0,616
Poland,religion,other,22.333000000000002,79.0,3.0,616
Portugal,religion,agnostic,26.5,39.5,6.0,620
Portugal,religion,atheist,34.6,61.2,5.0,620
Portugal,religion,catholic,25.0,58.0,3.0,620
Portugal,religion,other christian,25.5,49.5,2.0,620
Romania,religion,agnostic,20.5,62.333,6.0,642
Romania,religion,atheist,29.778000000000002,44.443999999999996,9.0,642
Romania,religion,catholic,20.0,42.0,1.0,642
Romania,religion,muslim,27.5,46.5,2.0,642
Romania,religion,other,28.2,58.4,5.0,642
Romania,religion,other christian,31.570999999999998,39.786,14.0,642
Romania,religion,protestant,26.0,88.0,1.0,642
Serbia,religion,agnostic,22.75,56.25,4.0,688
Serbia,religion,atheist,34.25,32.5,4.0,688
Serbia,religion,other,23.5,41.5,2.0,688
Serbia,religion,other christian,30.5,37.0,8.0,688
Russian Federation,religion,agnostic,22.333000000000002,47.0,3.0,643
Russian Federation,religion,atheist,19.875,47.125,8.0,643
Russian Federation,religion,catholic,17.0,41.0,1.0,643
Russian Federation,religion,muslim,23.4,55.8,5.0,643
Russian Federation,religion,other,23.5,38.5,2.0,643
Russian Federation,religion,other christian,25.333000000000002,73.667,3.0,643
Saudi Arabia,religion,atheist,17.0,53.0,1.0,682
Saudi Arabia,religion,catholic,27.5,18.0,2.0,682
Saudi Arabia,religion,muslim,26.421,59.105,19.0,682
Sweden,religion,agnostic,30.0,44.5,2.0,752
Sweden,religion,atheist,31.6,58.8,10.0,752
Sweden,religion,buddhist,16.0,77.0,1.0,752
Sweden,religion,other,38.0,20.0,1.0,752
Sweden,religion,other christian,57.0,100.0,1.0,752
Sweden,religion,protestant,53.5,47.0,4.0,752
Singapore,religion,agnostic,28.75,40.5,4.0,702
Singapore,religion,atheist,23.333000000000002,56.0,3.0,702
Singapore,religion,buddhist,24.285999999999998,38.571,7.0,702
Singapore,religion,catholic,23.714000000000002,46.571000000000005,7.0,702
Singapore,religion,hindu,31.666999999999998,76.0,3.0,702
Singapore,religion,mormon,28.0,18.0,1.0,702
Singapore,religion,muslim,27.645,51.71,31.0,702
Singapore,religion,other,24.6,50.8,5.0,702
Singapore,religion,other christian,26.0,72.5,2.0,702
Singapore,religion,protestant,33.5,42.167,6.0,702
Turkey,religion,agnostic,23.0,63.0,7.0,792
Turkey,religion,atheist,23.666999999999998,77.667,3.0,792
Turkey,religion,muslim,23.090999999999998,44.455,11.0,792
Turkey,religion,other,29.0,64.5,4.0,792
United States of America,religion,agnostic,29.496,52.971000000000004,379.0,840
United States of America,religion,atheist,27.776,50.623999999999995,295.0,840
United States of America,religion,buddhist,33.107,50.036,28.0,840
United States of America,religion,catholic,30.183000000000003,50.443000000000005,235.0,840
United States of America,religion,hindu,23.923000000000002,64.0,13.0,840
United States of America,religion,jewish,32.955,51.045,22.0,840
United States of America,religion,mormon,29.0,48.943999999999996,18.0,840
United States of America,religion,muslim,26.629,45.355,62.0,840
United States of America,religion,other,31.141,55.797,177.0,840
United States of America,religion,other christian,31.136999999999997,53.211999999999996,292.0,840
United States of America,religion,protestant,35.982,44.836000000000006,219.0,840
United States of America,religion,sikh,19.333,63.333,3.0,840
South Africa,religion,agnostic,39.5,61.0,2.0,710
South Africa,religion,catholic,45.333,81.333,3.0,710
South Africa,religion,muslim,19.5,79.0,2.0,710
South Africa,religion,other,33.0,124.0,1.0,710
South Africa,religion,other christian,22.909000000000002,57.455,11.0,710
South Africa,religion,protestant,28.0,30.75,4.0,710
United Arab Emirates,orientation,asexual,44.0,90.0,1.0,784
United Arab Emirates,orientation,heterosexual,27.909000000000002,41.455,11.0,784
United Arab Emirates,orientation,other,21.5,99.5,2.0,784
Argentina,orientation,asexual,17.0,60.0,1.0,32
Argentina,orientation,bisexual,20.0,54.0,2.0,32
Argentina,orientation,heterosexual,27.0,43.25,4.0,32
Argentina,orientation,homosexual,39.0,42.0,1.0,32
Argentina,orientation,other,31.0,51.5,2.0,32
Australia,orientation,asexual,34.0,55.8,5.0,36
Australia,orientation,bisexual,25.526,58.57899999999999,19.0,36
Australia,orientation,heterosexual,35.195,44.442,113.0,36
Australia,orientation,homosexual,31.0,59.833,6.0,36
Australia,orientation,other,27.0,105.5,2.0,36
Brunei Darussalam,orientation,asexual,20.0,108.0,2.0,96
Brunei Darussalam,orientation,bisexual,22.333000000000002,49.667,3.0,96
Brunei Darussalam,orientation,heterosexual,23.318,64.182,44.0,96
Brunei Darussalam,orientation,homosexual,21.0,56.0,1.0,96
Brunei Darussalam,orientation,other,20.5,88.0,2.0,96
Brazil,orientation,bisexual,27.221999999999998,65.556,9.0,76
Brazil,orientation,heterosexual,24.261999999999997,57.357,42.0,76
Brazil,orientation,homosexual,23.5,63.625,8.0,76
Brazil,orientation,other,27.25,54.5,4.0,76
Canada,orientation,asexual,33.0,69.143,7.0,124
Canada,orientation,bisexual,27.265,68.08800000000001,34.0,124
Canada,orientation,heterosexual,30.629,46.736999999999995,175.0,124
Canada,orientation,homosexual,28.923000000000002,54.231,13.0,124
Canada,orientation,other,25.666999999999998,57.5,6.0,124
Czech Republic,orientation,asexual,23.0,19.0,1.0,203
Czech Republic,orientation,bisexual,25.0,54.0,1.0,203
Czech Republic,orientation,heterosexual,22.143,58.286,7.0,203
Czech Republic,orientation,other,41.5,75.5,2.0,203
Germany,orientation,asexual,25.0,88.75,4.0,276
Germany,orientation,bisexual,24.789,61.474,19.0,276
Germany,orientation,heterosexual,26.784000000000002,45.922,51.0,276
Germany,orientation,homosexual,28.25,53.5,8.0,276
Germany,orientation,other,23.5,55.25,4.0,276
Denmark,orientation,asexual,19.0,48.0,1.0,208
Denmark,orientation,bisexual,42.0,14.0,1.0,208
Denmark,orientation,heterosexual,35.625,23.875,8.0,208
Denmark,orientation,homosexual,33.0,12.0,1.0,208
Egypt,orientation,asexual,20.5,76.0,2.0,818
Egypt,orientation,heterosexual,24.633000000000003,59.533,30.0,818
Egypt,orientation,other,24.0,56.0,2.0,818
Spain,orientation,bisexual,25.5,54.0,2.0,724
Spain,orientation,heterosexual,25.5,40.417,12.0,724
Spain,orientation,homosexual,22.0,64.0,1.0,724
Finland,orientation,asexual,31.0,66.0,1.0,246
Finland,orientation,bisexual,29.0,32.0,2.0,246
Finland,orientation,heterosexual,27.923000000000002,45.923,13.0,246
Finland,orientation,homosexual,23.0,66.0,1.0,246
France,orientation,asexual,27.0,57.0,4.0,250
France,orientation,bisexual,22.143,65.643,14.0,250
France,orientation,heterosexual,27.923000000000002,52.821000000000005,39.0,250
France,orientation,homosexual,21.5,57.75,4.0,250
France,orientation,other,22.5,105.5,2.0,250
United Kingdom of Great Britain and Northern Ireland,orientation,asexual,24.333000000000002,53.5,6.0,826
United Kingdom of Great Britain and Northern Ireland,orientation,bisexual,25.784000000000002,55.243,37.0,826
United Kingdom of Great Britain and Northern Ireland,orientation,heterosexual,33.177,50.478,186.0,826
United Kingdom of Great Britain and Northern Ireland,orientation,homosexual,30.154,56.308,13.0,826
United Kingdom of Great Britain and Northern Ireland,orientation,other,27.545,61.455,11.0,826
Greece,orientation,asexual,24.0,53.0,1.0,300
Greece,orientation,bisexual,28.5,53.75,4.0,300
Greece,orientation,heterosexual,32.529,39.471,17.0,300
Hong Kong,orientation,asexual,20.0,45.0,1.0,344
Hong Kong,orientation,bisexual,24.666999999999998,69.667,3.0,344
Hong Kong,orientation,heterosexual,23.833000000000002,41.583,12.0,344
Hong Kong,orientation,homosexual,28.5,106.5,2.0,344
Croatia,orientation,bisexual,28.5,68.75,4.0,191
Croatia,orientation,heterosexual,30.090999999999998,37.364000000000004,11.0,191
Indonesia,orientation,asexual,20.0,63.8,5.0,360
Indonesia,orientation,bisexual,21.409000000000002,62.909,22.0,360
Indonesia,orientation,heterosexual,22.503,54.215,163.0,360
Indonesia,orientation,homosexual,21.429000000000002,61.428999999999995,7.0,360
Indonesia,orientation,other,20.143,73.286,7.0,360
Ireland,orientation,asexual,27.333000000000002,50.667,3.0,372
Ireland,orientation,bisexual,27.0,46.5,4.0,372
Ireland,orientation,heterosexual,32.5,57.443999999999996,18.0,372
India,orientation,asexual,28.166999999999998,75.833,6.0,356
India,orientation,bisexual,29.221999999999998,50.722,18.0,356
India,orientation,heterosexual,25.799,54.027,149.0,356
India,orientation,homosexual,22.0,49.6,5.0,356
India,orientation,other,29.833000000000002,67.5,6.0,356
Italy,orientation,bisexual,24.875,65.25,8.0,380
Italy,orientation,heterosexual,26.609,54.348,23.0,380
Italy,orientation,homosexual,28.5,79.75,4.0,380
Italy,orientation,other,21.0,21.0,1.0,380
Japan,orientation,asexual,25.0,51.75,4.0,392
Japan,orientation,bisexual,27.0,51.0,1.0,392
Japan,orientation,heterosexual,22.185,42.111000000000004,27.0,392
Japan,orientation,homosexual,23.5,35.5,2.0,392
Japan,orientation,other,24.0,25.0,1.0,392
Mexico,orientation,bisexual,23.1,60.6,10.0,484
Mexico,orientation,heterosexual,22.739,47.391000000000005,23.0,484
Mexico,orientation,homosexual,30.0,60.0,2.0,484
Mexico,orientation,other,21.0,48.0,1.0,484
Malaysia,orientation,asexual,21.182,63.273,22.0,458
Malaysia,orientation,bisexual,23.0,69.936,47.0,458
Malaysia,orientation,heterosexual,22.448,53.25899999999999,270.0,458
Malaysia,orientation,homosexual,27.909000000000002,55.364,11.0,458
Malaysia,orientation,other,23.406999999999996,56.426,54.0,458
Netherlands,orientation,asexual,20.0,107.0,1.0,528
Netherlands,orientation,bisexual,20.333,48.0,3.0,528
Netherlands,orientation,heterosexual,29.090999999999998,44.364,22.0,528
Netherlands,orientation,homosexual,44.0,60.0,1.0,528
Netherlands,orientation,other,21.0,71.0,1.0,528
New Zealand,orientation,asexual,20.0,80.0,2.0,554
New Zealand,orientation,bisexual,26.273000000000003,43.091,11.0,554
New Zealand,orientation,heterosexual,28.615,46.5,52.0,554
New Zealand,orientation,homosexual,23.0,66.333,6.0,554
New Zealand,orientation,other,28.0,45.5,2.0,554
Philippines,orientation,asexual,26.0,78.333,3.0,608
Philippines,orientation,bisexual,23.333000000000002,85.0,3.0,608
Philippines,orientation,heterosexual,21.6,56.45,20.0,608
Philippines,orientation,homosexual,21.0,102.0,1.0,608
Philippines,orientation,other,18.0,101.0,1.0,608
Pakistan,orientation,asexual,22.0,90.0,1.0,586
Pakistan,orientation,bisexual,29.0,49.0,4.0,586
Pakistan,orientation,heterosexual,25.166999999999998,63.917,24.0,586
Pakistan,orientation,homosexual,20.0,27.0,1.0,586
Pakistan,orientation,other,35.5,59.5,2.0,586
Poland,orientation,bisexual,22.7,59.8,10.0,616
Poland,orientation,heterosexual,29.133000000000003,58.167,30.0,616
Poland,orientation,homosexual,22.0,69.5,2.0,616
Poland,orientation,other,24.0,55.0,1.0,616
Portugal,orientation,bisexual,24.0,74.0,1.0,620
Portugal,orientation,heterosexual,28.933000000000003,49.467,15.0,620
Romania,orientation,asexual,19.0,50.0,1.0,642
Romania,orientation,bisexual,25.0,90.5,2.0,642
Romania,orientation,heterosexual,28.485,46.636,33.0,642
Romania,orientation,homosexual,33.0,38.0,2.0,642
Serbia,orientation,bisexual,26.0,59.5,2.0,688
Serbia,orientation,heterosexual,29.333000000000002,37.867,15.0,688
Serbia,orientation,homosexual,27.0,47.0,1.0,688
Russian Federation,orientation,bisexual,22.25,59.25,4.0,643
Russian Federation,orientation,heterosexual,21.941,48.706,17.0,643
Russian Federation,orientation,homosexual,21.0,71.0,1.0,643
Saudi Arabia,orientation,asexual,20.0,98.5,2.0,682
Saudi Arabia,orientation,bisexual,24.333000000000002,82.0,3.0,682
Saudi Arabia,orientation,heterosexual,27.438000000000002,41.375,16.0,682
Saudi Arabia,orientation,other,22.0,107.0,1.0,682
Sweden,orientation,bisexual,37.5,41.0,2.0,752
Sweden,orientation,heterosexual,38.533,54.933,15.0,752
Sweden,orientation,homosexual,24.0,78.0,2.0,752
Singapore,orientation,asexual,29.0,25.0,1.0,702
Singapore,orientation,bisexual,24.778000000000002,50.0,9.0,702
Singapore,orientation,heterosexual,28.811999999999998,46.521,48.0,702
Singapore,orientation,homosexual,21.5,55.75,4.0,702
Singapore,orientation,other,22.285999999999998,70.857,7.0,702
Turkey,orientation,asexual,21.0,30.0,1.0,792
Turkey,orientation,bisexual,20.666999999999998,66.333,3.0,792
Turkey,orientation,heterosexual,25.221999999999998,51.056000000000004,18.0,792
Turkey,orientation,other,21.666999999999998,91.0,3.0,792
United States of America,orientation,asexual,28.018,58.618,55.0,840
United States of America,orientation,bisexual,25.004,60.193999999999996,273.0,840
United States of America,orientation,heterosexual,31.997,48.021,1269.0,840
United States of America,orientation,homosexual,29.055999999999997,58.528,89.0,840
United States of America,orientation,other,27.842,61.946999999999996,57.0,840
South Africa,orientation,asexual,58.0,126.0,1.0,710
South Africa,orientation,heterosexual,27.143,57.095,21.0,710
South Africa,orientation,homosexual,23.0,78.0,1.0,710
United Arab Emirates,married,currently,33.0,52.25,4.0,784
United Arab Emirates,married,never,24.221999999999998,49.556000000000004,9.0,784
United Arab Emirates,married,previously,44.0,90.0,1.0,784
Argentina,married,currently,30.0,45.0,1.0,32
Argentina,married,never,26.221999999999998,49.0,9.0,32
Australia,married,currently,44.943999999999996,34.917,36.0,36
Australia,married,never,26.666999999999998,52.613,93.0,36
Australia,married,previously,48.375,52.125,16.0,36
Brunei Darussalam,married,currently,32.5,76.5,4.0,96
Brunei Darussalam,married,never,22.043000000000003,64.191,47.0,96
Brunei Darussalam,married,previously,29.0,98.0,1.0,96
Brazil,married,currently,38.0,48.0,7.0,76
Brazil,married,never,22.909000000000002,59.927,55.0,76
Brazil,married,previously,35.0,94.0,1.0,76
Canada,married,currently,41.72,45.3,50.0,124
Canada,married,never,24.545,53.455,167.0,124
Canada,married,previously,47.943999999999996,46.443999999999996,18.0,124
Czech Republic,married,never,26.0,57.455,11.0,203
Germany,married,currently,36.6,38.867,15.0,276
Germany,married,never,23.886,55.629,70.0,276
Germany,married,previously,36.0,37.0,1.0,276
Denmark,married,currently,47.0,18.333,3.0,208
Denmark,married,never,26.570999999999998,29.714000000000002,7.0,208
Denmark,married,previously,52.0,2.0,1.0,208
Egypt,married,currently,55.5,46.0,2.0,818
Egypt,married,never,22.406,61.188,32.0,818
Spain,married,currently,45.0,34.5,2.0,724
Spain,married,never,22.583000000000002,40.917,12.0,724
Spain,married,previously,18.0,97.0,1.0,724
Finland,married,currently,39.0,32.0,2.0,246
Finland,married,never,26.467,48.6,15.0,246
France,married,currently,47.857,35.286,7.0,250
France,married,never,23.185,60.315,54.0,250
France,married,previously,25.5,72.5,2.0,250
United Kingdom of Great Britain and Northern Ireland,married,currently,40.311,50.044,45.0,826
United Kingdom of Great Britain and Northern Ireland,married,never,26.519000000000002,51.869,183.0,826
United Kingdom of Great Britain and Northern Ireland,married,previously,51.96,56.72,25.0,826
Greece,married,currently,48.75,24.0,4.0,300
Greece,married,never,25.811999999999998,45.375,16.0,300
Greece,married,previously,41.5,58.5,2.0,300
Hong Kong,married,currently,36.0,57.0,1.0,344
Hong Kong,married,never,22.938000000000002,53.938,16.0,344
Hong Kong,married,previously,34.0,46.0,1.0,344
Croatia,married,currently,40.5,14.0,2.0,191
Croatia,married,never,28.0,50.615,13.0,191
Indonesia,married,currently,29.643,51.286,14.0,360
Indonesia,married,never,21.622,56.426,188.0,360
Indonesia,married,previously,25.0,78.5,2.0,360
Ireland,married,currently,46.333,53.667,3.0,372
Ireland,married,never,28.909000000000002,55.045,22.0,372
India,married,currently,37.812,43.906000000000006,32.0,356
India,married,never,23.159000000000002,57.233999999999995,145.0,356
India,married,previously,37.143,52.428999999999995,7.0,356
Italy,married,currently,35.75,42.5,4.0,380
Italy,married,never,25.094,60.688,32.0,380
Japan,married,currently,27.5,34.5,4.0,392
Japan,married,never,22.160999999999998,43.645,31.0,392
Mexico,married,never,22.794,53.118,34.0,484
Mexico,married,previously,30.0,29.0,2.0,484
Malaysia,married,currently,31.326,46.766999999999996,43.0,458
Malaysia,married,never,21.709,57.16,357.0,458
Malaysia,married,previously,20.5,74.5,4.0,458
Netherlands,married,currently,42.75,54.0,4.0,528
Netherlands,married,never,24.956999999999997,49.086999999999996,23.0,528
Netherlands,married,previously,41.0,13.0,1.0,528
New Zealand,married,currently,37.25,38.938,16.0,554
New Zealand,married,never,23.519000000000002,53.093,54.0,554
New Zealand,married,previously,48.333,17.0,3.0,554
Philippines,married,currently,37.5,54.5,2.0,608
Philippines,married,never,20.923000000000002,65.885,26.0,608
Pakistan,married,currently,36.2,41.2,5.0,586
Pakistan,married,never,22.348000000000003,66.73899999999999,23.0,586
Pakistan,married,previously,34.5,56.25,4.0,586
Poland,married,currently,39.167,47.0,6.0,616
Poland,married,never,25.111,61.222,36.0,616
Poland,married,previously,30.0,51.0,1.0,616
Portugal,married,currently,42.25,52.25,4.0,620
Portugal,married,never,22.182,48.545,11.0,620
Portugal,married,previously,45.0,73.0,1.0,620
Romania,married,currently,48.25,24.25,4.0,642
Romania,married,never,25.788,51.93899999999999,33.0,642
Romania,married,previously,31.0,35.0,1.0,642
Serbia,married,currently,51.0,26.0,2.0,688
Serbia,married,never,26.061999999999998,42.625,16.0,688
Russian Federation,married,currently,26.0,45.0,2.0,643
Russian Federation,married,never,20.895,51.316,19.0,643
Russian Federation,married,previously,34.0,71.0,1.0,643
Saudi Arabia,married,currently,40.667,37.333,3.0,682
Saudi Arabia,married,never,23.889,58.722,18.0,682
Saudi Arabia,married,previously,22.0,43.0,1.0,682
Sweden,married,currently,50.5,55.5,2.0,752
Sweden,married,never,27.916999999999998,55.25,12.0,752
Sweden,married,previously,53.0,57.6,5.0,752
Singapore,married,currently,36.688,35.562,16.0,702
Singapore,married,never,23.673000000000002,56.143,49.0,702
Singapore,married,previously,32.5,26.75,4.0,702
Turkey,married,currently,54.0,20.0,1.0,792
Turkey,married,never,21.739,59.043,23.0,792
Turkey,married,previously,48.0,43.0,1.0,792
United States of America,married,currently,40.844,42.446000000000005,424.0,840
United States of America,married,never,24.22,55.147,1151.0,840
United States of America,married,previously,47.315,46.815,168.0,840
South Africa,married,currently,42.167,53.833,6.0,710
South Africa,married,never,23.412,63.528999999999996,17.0,710
United Arab Emirates,major,business,24.333000000000002,71.0,3.0,784
United Arab Emirates,major,computer science,26.5,48.0,2.0,784
United Arab Emirates,major,economics,34.0,13.0,1.0,784
United Arab Emirates,major,medicine,33.0,5.0,1.0,784
United Arab Emirates,major,nursing,32.0,57.0,1.0,784
United Arab Emirates,major,psychology,25.0,54.2,5.0,784
United Arab Emirates,major,science,44.0,90.0,1.0,784
Argentina,major,art,29.0,18.0,1.0,32
Argentina,major,communication,38.0,74.0,1.0,32
Argentina,major,computer science,30.0,45.0,1.0,32
Argentina,major,engineering,18.0,36.0,2.0,32
Argentina,major,english,21.0,50.0,1.0,32
Argentina,major,medicine,17.0,60.0,1.0,32
Argentina,major,music,36.0,63.5,2.0,32
Argentina,major,sociology,23.0,40.0,1.0,32
Australia,major,accounting,35.75,44.75,4.0,36
Australia,major,art,33.6,39.8,5.0,36
Australia,major,biology,40.5,15.5,2.0,36
Australia,major,business,31.625,35.625,8.0,36
Australia,major,communication,29.0,41.5,4.0,36
Australia,major,computer science,29.0,30.333000000000002,3.0,36
Australia,major,economics,39.333,65.333,3.0,36
Australia,major,education,34.455,66.727,11.0,36
Australia,major,engineering,34.667,47.333,12.0,36
Australia,major,english,35.143,47.571000000000005,7.0,36
Australia,major,history,21.5,96.0,2.0,36
Australia,major,law,26.143,50.571000000000005,7.0,36
Australia,major,mathematics,19.0,84.5,2.0,36
Australia,major,medicine,30.625,55.25,8.0,36
Australia,major,music,33.5,38.75,4.0,36
Australia,major,nursing,34.0,45.428999999999995,7.0,36
Australia,major,political science,26.0,86.0,1.0,36
Australia,major,psychology,32.114000000000004,47.913999999999994,35.0,36
Australia,major,science,38.733000000000004,47.6,15.0,36
Australia,major,sociology,50.6,19.0,5.0,36
Brunei Darussalam,major,accounting,30.0,20.5,2.0,96
Brunei Darussalam,major,art,20.0,103.0,1.0,96
Brunei Darussalam,major,biology,21.166999999999998,48.667,6.0,96
Brunei Darussalam,major,business,25.4,73.2,5.0,96
Brunei Darussalam,major,chemistry,29.0,98.0,1.0,96
Brunei Darussalam,major,computer science,24.8,72.2,5.0,96
Brunei Darussalam,major,economics,20.0,83.0,1.0,96
Brunei Darussalam,major,education,36.0,95.0,1.0,96
Brunei Darussalam,major,engineering,22.8,45.6,5.0,96
Brunei Darussalam,major,english,19.5,79.0,2.0,96
Brunei Darussalam,major,history,20.0,38.0,1.0,96
Brunei Darussalam,major,information technology,27.0,98.5,2.0,96
Brunei Darussalam,major,law,21.0,60.0,1.0,96
Brunei Darussalam,major,mathematics,25.0,67.5,2.0,96
Brunei Darussalam,major,medicine,16.667,74.0,3.0,96
Brunei Darussalam,major,nursing,22.2,64.8,5.0,96
Brunei Darussalam,major,psychology,19.714000000000002,75.286,7.0,96
Brunei Darussalam,major,science,27.5,46.5,2.0,96
Brazil,major,architecutre,27.5,34.0,2.0,76
Brazil,major,art,31.0,46.0,1.0,76
Brazil,major,biology,31.333000000000002,75.833,6.0,76
Brazil,major,business,32.5,83.5,2.0,76
Brazil,major,chemistry,43.0,108.0,1.0,76
Brazil,major,computer science,20.5,68.25,4.0,76
Brazil,major,engineering,21.75,72.25,8.0,76
Brazil,major,english,26.666999999999998,94.0,3.0,76
Brazil,major,history,23.5,55.0,2.0,76
Brazil,major,information technology,29.2,49.4,5.0,76
Brazil,major,law,24.857,39.857,7.0,76
Brazil,major,management,26.0,42.0,1.0,76
Brazil,major,mathematics,30.5,41.0,2.0,76
Brazil,major,medicine,19.75,54.125,8.0,76
Brazil,major,music,24.5,16.0,2.0,76
Brazil,major,physics,20.0,100.0,1.0,76
Brazil,major,psychology,19.570999999999998,47.428999999999995,7.0,76
Brazil,major,sociology,25.0,92.0,1.0,76
Canada,major,accounting,28.0,49.857,7.0,124
Canada,major,architecutre,27.333000000000002,62.333,3.0,124
Canada,major,art,34.625,41.625,8.0,124
Canada,major,biology,23.643,67.786,14.0,124
Canada,major,business,25.691999999999997,40.461999999999996,13.0,124
Canada,major,chemistry,36.75,38.25,4.0,124
Canada,major,communication,19.5,76.0,2.0,124
Canada,major,computer science,32.562,42.75,16.0,124
Canada,major,economics,31.25,43.25,4.0,124
Canada,major,education,31.5,39.0,2.0,124
Canada,major,engineering,35.25,52.65,20.0,124
Canada,major,english,27.5,56.545,22.0,124
Canada,major,history,36.143,52.143,7.0,124
Canada,major,information technology,71.0,18.0,1.0,124
Canada,major,law,31.0,59.222,9.0,124
Canada,major,management,32.0,76.0,1.0,124
Canada,major,mathematics,27.75,77.5,4.0,124
Canada,major,medicine,40.143,52.428999999999995,7.0,124
Canada,major,music,34.333,56.0,3.0,124
Canada,major,nursing,32.889,55.778,9.0,124
Canada,major,physics,28.333000000000002,55.333,3.0,124
Canada,major,political science,28.221999999999998,38.0,9.0,124
Canada,major,psychology,27.480999999999998,50.833,54.0,124
Canada,major,science,24.0,34.4,5.0,124
Canada,major,sociology,31.75,47.875,8.0,124
Czech Republic,major,computer science,21.0,31.0,1.0,203
Czech Republic,major,engineering,23.666999999999998,48.667,3.0,203
Czech Republic,major,information technology,22.2,60.8,5.0,203
Czech Republic,major,law,25.0,81.0,1.0,203
Czech Republic,major,mathematics,58.0,70.0,1.0,203
Germany,major,accounting,26.0,35.0,1.0,276
Germany,major,architecutre,28.666999999999998,61.667,3.0,276
Germany,major,art,28.0,63.0,5.0,276
Germany,major,biology,36.0,37.0,1.0,276
Germany,major,business,33.5,42.0,2.0,276
Germany,major,chemistry,29.5,80.25,4.0,276
Germany,major,computer science,22.111,59.667,9.0,276
Germany,major,economics,32.5,45.0,2.0,276
Germany,major,education,37.0,61.0,1.0,276
Germany,major,engineering,23.643,55.857,14.0,276
Germany,major,english,24.2,72.8,5.0,276
Germany,major,history,32.0,72.0,1.0,276
Germany,major,law,26.333000000000002,38.667,6.0,276
Germany,major,management,36.0,32.0,1.0,276
Germany,major,mathematics,25.0,49.0,1.0,276
Germany,major,medicine,29.4,31.2,5.0,276
Germany,major,music,25.8,44.6,5.0,276
Germany,major,physics,25.666999999999998,51.0,3.0,276
Germany,major,political science,28.0,36.0,2.0,276
Germany,major,psychology,24.083000000000002,52.917,12.0,276
Germany,major,science,25.0,32.0,1.0,276
Germany,major,sociology,28.5,23.5,2.0,276
Denmark,major,biology,39.0,13.0,1.0,208
Denmark,major,engineering,23.5,48.5,2.0,208
Denmark,major,english,19.0,48.0,1.0,208
Denmark,major,history,48.0,5.0,1.0,208
Denmark,major,medicine,27.0,22.5,2.0,208
Denmark,major,music,51.0,36.0,1.0,208
Denmark,major,psychology,40.333,7.0,3.0,208
Egypt,major,business,21.666999999999998,62.0,3.0,818
Egypt,major,economics,35.5,50.5,2.0,818
Egypt,major,engineering,19.0,41.0,1.0,818
Egypt,major,english,20.167,97.833,6.0,818
Egypt,major,medicine,25.3,50.7,20.0,818
Egypt,major,psychology,24.0,41.0,1.0,818
Egypt,major,sociology,22.0,80.0,1.0,818
Spain,major,architecutre,22.0,36.0,1.0,724
Spain,major,biology,26.0,25.0,1.0,724
Spain,major,computer science,19.8,61.2,5.0,724
Spain,major,economics,48.0,49.0,1.0,724
Spain,major,engineering,23.666999999999998,34.667,3.0,724
Spain,major,law,42.0,20.0,1.0,724
Spain,major,music,16.0,92.0,1.0,724
Spain,major,physics,35.0,16.0,1.0,724
Spain,major,sociology,20.0,9.0,1.0,724
Finland,major,architecutre,24.0,23.0,1.0,246
Finland,major,biology,25.0,53.6,5.0,246
Finland,major,business,40.0,44.0,1.0,246
Finland,major,chemistry,29.0,53.0,1.0,246
Finland,major,communication,27.0,14.0,1.0,246
Finland,major,economics,35.0,69.0,1.0,246
Finland,major,education,30.0,39.0,2.0,246
Finland,major,engineering,30.0,19.0,1.0,246
Finland,major,english,29.0,27.0,1.0,246
Finland,major,medicine,27.0,66.0,2.0,246
Finland,major,psychology,22.0,66.0,1.0,246
France,major,accounting,20.0,51.0,1.0,250
France,major,architecutre,30.0,84.0,1.0,250
France,major,art,26.2,60.2,5.0,250
France,major,biology,26.4,47.0,5.0,250
France,major,chemistry,25.0,43.0,1.0,250
France,major,computer science,30.666999999999998,39.667,6.0,250
France,major,economics,21.0,53.0,2.0,250
France,major,engineering,22.0,87.5,4.0,250
France,major,english,18.5,79.25,4.0,250
France,major,history,33.25,49.25,4.0,250
France,major,information technology,37.5,58.5,2.0,250
France,major,law,24.0,30.0,5.0,250
France,major,mathematics,22.75,63.5,4.0,250
France,major,medicine,34.0,61.0,3.0,250
France,major,music,20.0,82.0,1.0,250
France,major,physics,29.8,47.0,5.0,250
France,major,psychology,20.285999999999998,70.0,7.0,250
France,major,sociology,26.666999999999998,72.0,3.0,250
United Kingdom of Great Britain and Northern Ireland,major,accounting,20.75,56.0,4.0,826
United Kingdom of Great Britain and Northern Ireland,major,architecutre,21.666999999999998,72.333,3.0,826
United Kingdom of Great Britain and Northern Ireland,major,art,40.143,54.286,7.0,826
